# Randomly generate gene expression data
ENSEMBL_Gene_ID	fold_changes	adjusted_p_values	gene_length	chromosome
ENSG0000024431	-0.5389326937579012	0.7202	17714	Chr18
ENSG0000024432	7.287558363060695	0.0679	13858	Chr17
ENSG0000024433	0.8480728565014072	0.4815	40456	Chr23
ENSG0000024434	-4.317052350642616	0.9506	83078	Chr16
ENSG0000024435	5.534491010654192	0.6853	118663	Chr15
ENSG0000024436	-12.505031304748943	0.4055	14879	Chr5
ENSG0000024437	-6.470816580559164	0.5523	37773	Chr14
ENSG0000024438	-0.28652596559443444	0.251	60094	Chr4
ENSG0000024439	-1.5606028219352606	0.4849	4925	Chr16
ENSG0000024440	-2.1703191144264053	0.7965	11597	Chr10
ENSG0000024441	-3.630329767129044	0.8894	24931	Chr12
ENSG0000024442	4.573952799435588	0.8585	94451	Chr5
ENSG0000024443	0.3209923490951091	0.576	27302	Chr10
ENSG0000024444	-3.5210041622134183	0.6672	11185	Chr17
ENSG0000024445	0.705843401818209	0.4526	60999	Chr9
ENSG0000024446	-1.7939118288732814	0.3433	61486	Chr14
ENSG0000024447	-1.7621252643252103	0.3873	56413	Chr16
ENSG0000024448	6.5551823087643655	0.4083	53001	Chr1
ENSG0000024449	-10.41269700547447	0.2214	50727	Chr23
ENSG0000024450	-7.907100781084219	0.0773	5098	Chr13
ENSG0000024451	4.682288350154697	0.5495	21880	Chr16
ENSG0000024452	-4.626478716728143	0.5759	16860	Chr17
ENSG0000024453	-4.1166928404886125	0.3448	80299	Chr15
ENSG0000024454	0.28715292375466334	0.135	42381	Chr18
ENSG0000024455	5.990931748421845	0.9253	41606	Chr8
ENSG0000024456	-1.48860714673942	0.1481	48186	Chr6
ENSG0000024457	-1.1301042809869872	0.0429	53141	Chr21
ENSG0000024458	0.3964924749319973	0.667	25475	Chr12
ENSG0000024459	3.3055174550538653	0.2539	48212	Chr11
ENSG0000024460	-2.83542154733253	0.3413	55114	Chr20
ENSG0000024461	6.107042170178633	0.3859	21791	Chr23
ENSG0000024462	-6.2751483222032185	0.1975	10546	Chr9
ENSG0000024463	-0.10297106723598258	0.2527	74610	Chr5
ENSG0000024464	-4.4917724377448485	0.1679	47231	Chr14
ENSG0000024465	-0.19645708285787372	0.9224	68359	Chr9
ENSG0000024466	-7.35686212140573	0.0042	80416	Chr11
ENSG0000024467	-0.8511129750108842	0.5429	14832	Chr22
ENSG0000024468	9.123860518407938	0.1853	42954	Chr15
ENSG0000024469	-0.6215712436958766	0.6828	89861	Chr12
ENSG0000024470	3.87953876715101	0.1994	73000	Chr15
ENSG0000024471	5.822252710916094	0.0243	24450	Chr23
ENSG0000024472	12.817349125468585	0.8962	24558	Chr9
ENSG0000024473	-11.149230772352908	0.249	49097	Chr5
ENSG0000024474	-5.996921822656058	0.3212	33659	Chr16
ENSG0000024475	1.4539555480443838	0.7399	125994	Chr16
ENSG0000024476	3.3902631011945643	0.3909	17133	Chr17
ENSG0000024477	-9.127934581843599	0.5686	11834	Chr23
ENSG0000024478	-0.7589483107361701	0.0468	47309	Chr17
ENSG0000024479	-9.876972091927872	0.7439	65944	Chr20
ENSG0000024480	-1.4030107706375496	0.5531	106799	Chr9
ENSG0000024481	5.940637608700781	0.7717	12394	Chr11
ENSG0000024482	-0.7159029519756271	0.7552	74601	Chr14
ENSG0000024483	-1.6807504066604995	0.8199	10725	Chr15
ENSG0000024484	3.1656656591599868	0.4337	19908	Chr13
ENSG0000024485	-4.229446057582723	0.403	5723	Chr22
ENSG0000024486	6.611725624670621	0.3129	32566	Chr9
ENSG0000024487	8.461162160876384	0.462	68603	Chr15
ENSG0000024488	-3.145689525909024	0.3919	15774	Chr9
ENSG0000024489	0.08530386408083046	0.7742	66245	Chr3
ENSG0000024490	-5.479542794745815	0.9125	38288	Chr3
ENSG0000024491	-5.311867281825332	0.8414	10732	Chr9
ENSG0000024492	-1.2076325660976877	0.5187	38072	Chr11
ENSG0000024493	1.66075398671908	0.1338	42042	Chr7
ENSG0000024494	2.994166225212126	0.8901	17816	Chr5
ENSG0000024495	-5.845270678763795	0.155	5878	Chr5
ENSG0000024496	-9.424719293002969	0.2322	13511	Chr7
ENSG0000024497	4.27717974161694	0.8098	17909	Chr8
ENSG0000024498	5.872345335246832	0.7656	21771	Chr19
ENSG0000024499	2.2937291753746143	0.3382	45547	Chr10
ENSG0000024500	-2.414343450738134	0.9129	50888	Chr17
ENSG0000024501	3.3910151784153797	0.7799	100076	Chr14
ENSG0000024502	-3.879411055527484	0.3832	64534	Chr13
ENSG0000024503	4.516162247017163	0.1802	40398	Chr16
ENSG0000024504	2.4886660193743224	0.2387	45358	Chr8
ENSG0000024505	4.167043050412092	0.339	13722	Chr1
ENSG0000024506	-0.6904686506064073	0.3903	115134	Chr6
ENSG0000024507	-3.666924578037385	0.6494	10800	Chr15
ENSG0000024508	-2.8991408575544533	0.8651	57539	Chr8
ENSG0000024509	-5.535676700680973	0.3594	45002	Chr19
ENSG0000024510	-2.9815102167278367	0.1989	35332	Chr23
ENSG0000024511	1.649103857655466	0.3084	28936	Chr15
ENSG0000024512	5.984182578722386	0.2813	39329	Chr22
ENSG0000024513	3.527465092137716	0.1708	53560	Chr11
ENSG0000024514	-15.864214292459884	0.3136	75937	Chr14
ENSG0000024515	-4.785573220214209	0.433	70074	Chr23
ENSG0000024516	4.3717797597105	0.8958	52049	Chr13
ENSG0000024517	-4.833221161947954	0.4298	89424	Chr4
ENSG0000024518	6.580613078843813	0.9386	88889	Chr23
ENSG0000024519	1.0593863444827993	0.9169	60638	Chr12
ENSG0000024520	-4.800232916873749	0.5512	47229	Chr19
ENSG0000024521	-0.49847494413797744	0.0565	90087	Chr9
ENSG0000024522	0.8834012641554423	0.1884	55589	Chr6
ENSG0000024523	-1.0226179082084603	0.6785	56842	Chr7
ENSG0000024524	-6.247163557483821	0.0809	38445	Chr2
ENSG0000024525	3.3972921555734064	0.8227	27632	Chr20
ENSG0000024526	1.6787083305558894	0.0898	43288	Chr20
ENSG0000024527	4.542819637569231	0.8338	89571	Chr5
ENSG0000024528	-1.9521957823119664	0.3414	92534	Chr12
ENSG0000024529	2.333997843935971	0.1846	14361	Chr18
ENSG0000024530	1.032257472472218	0.7787	2196	Chr5
ENSG0000024531	-1.3025581139543818	0.0304	38145	Chr18
ENSG0000024532	4.960359538420221	0.9642	120472	Chr15
ENSG0000024533	-5.82999810630772	0.2587	26115	Chr18
ENSG0000024534	5.79864304658504	0.6681	29306	Chr12
ENSG0000024535	3.3778605754429396	0.3527	19701	Chr11
ENSG0000024536	-1.0156447494742493	0.5943	94784	Chr19
ENSG0000024537	-0.15568488144166737	0.5886	50900	Chr19
ENSG0000024538	-11.432771609668235	0.2137	48494	Chr22
ENSG0000024539	0.8919575650462488	0.0046	59699	Chr6
ENSG0000024540	-4.830226183291156	0.6567	17410	Chr2
ENSG0000024541	3.4781975630983597	0.9038	10509	Chr7
ENSG0000024542	-1.5792976880284761	0.054	8579	Chr22
ENSG0000024543	1.1597985884567508	0.4889	38939	Chr13
ENSG0000024544	3.8486970327757524	0.265	25825	Chr11
ENSG0000024545	-0.7345349379361124	0.2039	48328	Chr19
ENSG0000024546	8.332662718069155	0.8747	35776	Chr3
ENSG0000024547	-3.556637850710362	0.5476	47334	Chr22
ENSG0000024548	1.7741245435088828	0.4648	3398	Chr17
ENSG0000024549	11.384361719247995	0.4787	108527	Chr10
ENSG0000024550	-6.0618588206501025	0.8344	21253	Chr22
ENSG0000024551	1.7250268600889789	0.325	51859	Chr23
ENSG0000024552	13.961488212316418	0.0275	34295	Chr8
ENSG0000024553	-2.8166314358762534	0.71	21125	Chr11
ENSG0000024554	4.650636823705027	0.5109	29181	Chr7
ENSG0000024555	-2.2316811208331617	0.9013	1792	Chr5
ENSG0000024556	-3.625712197159856	0.682	2232	Chr7
ENSG0000024557	0.9942539677043098	0.9231	32651	Chr10
ENSG0000024558	0.2062647302884217	0.295	8197	Chr7
ENSG0000024559	2.202549571421475	0.5657	76442	Chr1
ENSG0000024560	-3.672896351633275	0.7189	31404	Chr18
ENSG0000024561	-6.017625407923949	0.9139	13957	Chr15
ENSG0000024562	0.6028325882467448	0.7355	1499	Chr17
ENSG0000024563	-11.87048347221963	0.5971	56494	Chr21
ENSG0000024564	-4.092621768942093	0.5561	8824	Chr1
ENSG0000024565	6.391488734990382	0.7384	4835	Chr11
ENSG0000024566	9.804440122563472	0.406	6382	Chr1
ENSG0000024567	-1.8176184956176942	0.6459	5805	Chr15
ENSG0000024568	6.3045490785251665	0.576	34650	Chr9
ENSG0000024569	6.465755205862821	0.9609	34193	Chr3
ENSG0000024570	3.379785964153749	0.9909	133091	Chr4
ENSG0000024571	-11.324485036236382	0.0209	81307	Chr12
ENSG0000024572	8.366848058791605	0.1075	4751	Chr18
ENSG0000024573	1.6177486109692951	0.4842	28670	Chr16
ENSG0000024574	-2.457650826334548	0.1374	6214	Chr16
ENSG0000024575	1.9099145488108185	0.4954	15532	Chr22
ENSG0000024576	3.4211427784496804	0.6667	26351	Chr3
ENSG0000024577	-4.930628034885832	0.1162	5508	Chr15
ENSG0000024578	0.5507751960234556	0.733	33203	Chr11
ENSG0000024579	2.78911395468966	0.2817	29460	Chr20
ENSG0000024580	-2.9858900694094426	0.9849	56452	Chr12
ENSG0000024581	1.3759815516830074	0.1925	25540	Chr7
ENSG0000024582	-1.4349221132781789	0.7923	47183	Chr11
ENSG0000024583	1.0934273011437043	0.175	73001	Chr13
ENSG0000024584	2.3408741824872448	0.267	13643	Chr3
ENSG0000024585	12.132106977046398	0.2613	1386	Chr3
ENSG0000024586	-6.303484516862556	0.7893	14500	Chr19
ENSG0000024587	-1.9221040581237783	0.3639	26514	Chr3
ENSG0000024588	0.10982262584850926	0.398	66512	Chr15
ENSG0000024589	5.678795445970987	0.628	5512	Chr2
ENSG0000024590	6.741495419216018	0.78	60731	Chr19
ENSG0000024591	-6.830547831013982	0.734	41804	Chr3
ENSG0000024592	4.047613547612235	0.3522	105402	Chr17
ENSG0000024593	1.1064697938676973	0.112	58807	Chr13
ENSG0000024594	6.769265019972148	0.9986	45105	Chr2
ENSG0000024595	8.66226505436482	0.145	47757	Chr1
ENSG0000024596	2.577152419127302	0.8535	2768	Chr21
ENSG0000024597	-3.809275950149757	0.668	57668	Chr13
ENSG0000024598	0.8648922743598293	0.7756	13410	Chr17
ENSG0000024599	-1.8672894896366534	0.6697	62251	Chr12
ENSG0000024600	8.586140450383256	0.2918	44465	Chr1
ENSG0000024601	6.528770709144572	0.7467	12941	Chr11
ENSG0000024602	3.030813435154862	0.6583	57568	Chr19
ENSG0000024603	7.007944310390085	0.4073	7376	Chr13
ENSG0000024604	-4.60153370111951	0.0818	24795	Chr23
ENSG0000024605	6.13301696159716	0.5502	18040	Chr18
ENSG0000024606	-8.935488550812261	0.1415	67202	Chr16
ENSG0000024607	-3.1052901951833354	0.3014	67013	Chr18
ENSG0000024608	1.922478394529989	0.8238	5844	Chr2
ENSG0000024609	-5.612956452042692	0.1309	109462	Chr10
ENSG0000024610	-3.218373618255754	0.4415	77140	Chr16
ENSG0000024611	7.937061930865256	0.8298	55091	Chr2
ENSG0000024612	-1.455452866979159	0.0933	23959	Chr1
ENSG0000024613	0.682282546330354	0.9589	2633	Chr23
ENSG0000024614	-1.2421142204045639	0.4908	33043	Chr22
ENSG0000024615	1.378436911351334	0.083	11655	Chr3
ENSG0000024616	-0.24647474452401866	0.5236	24840	Chr21
ENSG0000024617	0.5338207060652944	0.6166	9872	Chr23
ENSG0000024618	0.9939357336677835	0.955	18883	Chr13
ENSG0000024619	0.9386197703011745	0.2222	69176	Chr6
ENSG0000024620	9.637068904466194	0.2781	30826	Chr20
ENSG0000024621	-4.9959158013631875	0.6032	132941	Chr7
ENSG0000024622	2.873306026840457	0.9124	61071	Chr6
ENSG0000024623	0.7099289352760159	0.6463	30051	Chr21
ENSG0000024624	-3.909392744439418	0.7182	4471	Chr14
ENSG0000024625	-4.05591231396434	0.4348	3722	Chr6
ENSG0000024626	-1.0986606231325233	0.8773	92301	Chr22
ENSG0000024627	-5.034748597661646	0.9042	69913	Chr7
ENSG0000024628	-2.351829271007682	0.9022	58436	Chr16
ENSG0000024629	-4.069901083071187	0.1403	79921	Chr15
ENSG0000024630	0.7778535902872786	0.8381	58272	Chr6
ENSG0000024631	-7.94475527604892	0.2219	11117	Chr20
ENSG0000024632	1.1008887758858403	0.7419	176547	Chr23
ENSG0000024633	-0.003669777773111517	0.9866	37299	Chr2
ENSG0000024634	4.005633054049815	0.2983	45577	Chr4
ENSG0000024635	-1.6264435683497118	0.6279	1743	Chr19
ENSG0000024636	2.567901073493471	0.536	40024	Chr9
ENSG0000024637	-1.3231441934169528	0.1511	94987	Chr16
ENSG0000024638	6.868916272201899	0.7487	57098	Chr10
ENSG0000024639	-5.242122050247317	0.5443	46705	Chr19
ENSG0000024640	3.6504449411883355	0.9102	29174	Chr20
ENSG0000024641	-4.441891626013391	0.8163	43920	Chr11
ENSG0000024642	5.473138817971765	0.8556	3347	Chr2
ENSG0000024643	3.0909534076025356	0.5231	40295	Chr8
ENSG0000024644	-3.30097429271295	0.2286	54537	Chr18
ENSG0000024645	-5.634573967127787	0.6419	66425	Chr14
ENSG0000024646	-0.8472773868837403	0.3943	52926	Chr17
ENSG0000024647	-4.3790113126617625	0.5022	30489	Chr5
ENSG0000024648	-3.1584941451270874	0.0059	8527	Chr17
ENSG0000024649	-4.476567685808355	0.8562	37632	Chr15
ENSG0000024650	5.207778379334266	0.7826	49192	Chr18
ENSG0000024651	4.417255826229209	0.6303	46111	Chr11
ENSG0000024652	-5.999048031160727	0.1343	33518	Chr7
ENSG0000024653	-3.009612272996594	0.0132	3853	Chr1
ENSG0000024654	0.3475777537629316	0.7279	82366	Chr3
ENSG0000024655	-7.109165680886455	0.946	49396	Chr17
ENSG0000024656	-1.7876781130044894	0.3045	6605	Chr17
ENSG0000024657	-3.834052563175609	0.4555	54879	Chr14
ENSG0000024658	1.0948910768089029	0.6992	3744	Chr8
ENSG0000024659	-2.0425126758223957	0.6541	31131	Chr10
ENSG0000024660	3.0623556095595146	0.9992	67603	Chr14
ENSG0000024661	2.0992003253123315	0.1964	55628	Chr4
ENSG0000024662	-4.667924450697269	0.5739	14024	Chr13
ENSG0000024663	-2.1443508969124525	0.621	56044	Chr5
ENSG0000024664	11.351961654760247	0.5466	37132	Chr15
ENSG0000024665	4.791363066811487	0.492	4978	Chr2
ENSG0000024666	-6.26291423965974	0.9669	18537	Chr14
ENSG0000024667	-5.167843305139478	0.2759	30800	Chr3
ENSG0000024668	2.338764355882415	0.2957	89719	Chr1
ENSG0000024669	3.9756483709847896	0.7849	19102	Chr21
ENSG0000024670	1.920622391159022	0.9974	4719	Chr16
ENSG0000024671	-3.937808162824858	0.2318	5827	Chr22
ENSG0000024672	-4.268081083769645	0.5059	30492	Chr17
ENSG0000024673	4.338519705519243	0.9344	39969	Chr4
ENSG0000024674	1.1871198658102453	0.117	43603	Chr14
ENSG0000024675	-4.548213516858884	0.9181	5953	Chr11
ENSG0000024676	10.418831078253463	0.6478	5393	Chr19
ENSG0000024677	2.774321656692915	0.4033	38019	Chr11
ENSG0000024678	7.6939468191672775	0.6817	65267	Chr11
ENSG0000024679	0.0720949940978593	0.6411	5482	Chr21
ENSG0000024680	-4.088366329358671	0.1439	3620	Chr10
ENSG0000024681	-4.493006075286043	0.2232	88334	Chr15
ENSG0000024682	1.1943442469555494	0.1134	53449	Chr3
ENSG0000024683	-5.687964491440811	0.1674	17558	Chr10
ENSG0000024684	-1.2101630100495049	0.5259	48668	Chr19
ENSG0000024685	5.6996489712628	0.3532	32541	Chr20
ENSG0000024686	0.24549352217668421	0.547	29653	Chr21
ENSG0000024687	3.49039144591548	0.6723	48465	Chr5
ENSG0000024688	-7.0963694732428095	0.0359	17160	Chr6
ENSG0000024689	-1.9882485220504376	0.4075	22329	Chr7
ENSG0000024690	0.5818584754581575	0.9573	36743	Chr12
ENSG0000024691	-2.155928720842678	0.3239	20095	Chr17
ENSG0000024692	6.266526607710228	0.6616	43131	Chr5
ENSG0000024693	3.8587034266850533	0.9296	53019	Chr8
ENSG0000024694	4.768431269286976	0.4202	34231	Chr8
ENSG0000024695	3.2563312033696663	0.1463	80853	Chr2
ENSG0000024696	3.434466705245105	0.8797	104665	Chr10
ENSG0000024697	0.607137808904082	0.7654	33191	Chr19
ENSG0000024698	5.70777679609244	0.7658	4964	Chr4
ENSG0000024699	5.497005373952302	0.7429	4378	Chr9
ENSG0000024700	-0.900539186623091	0.9388	1614	Chr14
ENSG0000024701	1.049180769385211	0.6705	38095	Chr10
ENSG0000024702	3.746737220776193	0.0305	115356	Chr3
ENSG0000024703	-1.3993346901823025	0.651	7724	Chr21
ENSG0000024704	-4.728810910748715	0.6456	20186	Chr5
ENSG0000024705	2.1334431231581847	0.8742	6624	Chr2
ENSG0000024706	3.521978006523388	0.715	23190	Chr9
ENSG0000024707	2.6995360948829776	0.2253	42516	Chr2
ENSG0000024708	-0.09829628491750717	0.378	25027	Chr4
ENSG0000024709	-4.481843920800194	0.7537	85266	Chr7
ENSG0000024710	-5.951125053433872	0.7014	34003	Chr13
ENSG0000024711	-3.172515751515564	0.0387	29218	Chr10
ENSG0000024712	-2.088704593850197	0.372	56533	Chr20
ENSG0000024713	-0.022404908581803593	0.1389	5822	Chr3
ENSG0000024714	1.5837784530134036	0.6001	25415	Chr11
ENSG0000024715	-9.400391268624297	0.3706	23604	Chr23
ENSG0000024716	-1.217390233617298	0.1549	21532	Chr11
ENSG0000024717	-3.7254191383666226	0.1333	46236	Chr13
ENSG0000024718	1.153679064255358	0.2005	18132	Chr11
ENSG0000024719	-2.6462524697966776	0.4308	74137	Chr7
ENSG0000024720	2.3896441786481413	0.8403	91476	Chr23
ENSG0000024721	-1.8025698298786808	0.6191	40947	Chr22
ENSG0000024722	-1.6975737073322859	0.2043	7941	Chr8
ENSG0000024723	7.295928594683975	0.3424	36113	Chr14
ENSG0000024724	-7.904402357903289	0.756	14140	Chr9
ENSG0000024725	-5.580620616486743	0.6398	17617	Chr6
ENSG0000024726	-6.109302752303822	0.7332	2545	Chr21
ENSG0000024727	-1.3856467516062774	0.9242	32607	Chr13
ENSG0000024728	-6.300531892056963	0.5155	16716	Chr18
ENSG0000024729	-4.080903861722229	0.2208	56927	Chr16
ENSG0000024730	-0.839125792715091	0.7159	39	Chr23
ENSG0000024731	-2.0934585310262266	0.3478	9044	Chr23
ENSG0000024732	3.3250871273417353	0.9318	20815	Chr2
ENSG0000024733	-0.9354218531398852	0.0191	26210	Chr19
ENSG0000024734	-6.746483452281079	0.5008	19194	Chr4
ENSG0000024735	5.34009960456526	0.6095	19687	Chr14
ENSG0000024736	0.9582828296615495	0.0314	38364	Chr7
ENSG0000024737	5.447755744320501	0.6402	46425	Chr12
ENSG0000024738	-10.864119757438274	0.1249	36002	Chr23
ENSG0000024739	-2.7702288547802167	0.7609	90726	Chr15
ENSG0000024740	3.361689780850913	0.1851	36656	Chr14
ENSG0000024741	16.31083605979334	0.0946	3673	Chr21
ENSG0000024742	-1.3498953505950535	0.2522	104481	Chr23
ENSG0000024743	-2.362748980151857	0.7414	61809	Chr12
ENSG0000024744	3.4453911909130057	0.1615	10159	Chr2
ENSG0000024745	-5.8297349023900065	0.5491	18816	Chr22
ENSG0000024746	4.273872831971059	0.9334	46426	Chr12
ENSG0000024747	-4.1538144908990375	0.3223	32141	Chr13
ENSG0000024748	-12.557434592072843	0.2213	20288	Chr13
ENSG0000024749	3.494484646159485	0.8546	90474	Chr9
ENSG0000024750	-7.301014463793354	0.5724	40367	Chr2
ENSG0000024751	0.019871026093319318	0.2767	45664	Chr17
ENSG0000024752	5.103418420854142	0.0215	16363	Chr12
ENSG0000024753	-1.1191814886003002	0.7493	66528	Chr4
ENSG0000024754	8.872467110043875	0.9865	122917	Chr14
ENSG0000024755	7.40062027795711	0.1383	38557	Chr17
ENSG0000024756	-4.303653109307077	0.1756	10073	Chr17
ENSG0000024757	-0.7990156389863151	0.4022	7851	Chr14
ENSG0000024758	-5.6259409109572935	0.7596	5689	Chr5
ENSG0000024759	-5.76337035812722	0.7509	61674	Chr23
ENSG0000024760	-8.395987015265543	0.7437	7931	Chr15
ENSG0000024761	-4.9706368200164865	0.405	1275	Chr23
ENSG0000024762	-1.0231702957429696	0.1421	27739	Chr5
ENSG0000024763	-12.351800687479827	0.8051	35637	Chr2
ENSG0000024764	-0.9432321255368665	0.9116	12554	Chr13
ENSG0000024765	3.2307719007452778	0.5949	38473	Chr22
ENSG0000024766	1.3198877556289412	0.7168	15333	Chr1
ENSG0000024767	-2.151119022278573	0.3107	32264	Chr13
ENSG0000024768	-1.9694982453266543	0.4984	63307	Chr20
ENSG0000024769	-2.6535032165395127	0.7119	87403	Chr2
ENSG0000024770	7.057156404374697	0.0361	42631	Chr2
ENSG0000024771	8.770945752032347	0.0115	16278	Chr11
ENSG0000024772	-2.8059757493437765	0.9621	81054	Chr23
ENSG0000024773	-4.55541733529768	0.5937	29645	Chr19
ENSG0000024774	9.233518801655935	0.317	4681	Chr22
ENSG0000024775	-5.001146317709248	0.0026	30704	Chr7
ENSG0000024776	5.7159627983213035	0.2199	36896	Chr12
ENSG0000024777	4.264182442702205	0.3554	10247	Chr1
ENSG0000024778	3.158960650994241	0.2746	58088	Chr5
ENSG0000024779	-0.7166317129988004	0.8652	9788	Chr13
ENSG0000024780	0.07981090399217824	0.4663	13513	Chr4
ENSG0000024781	5.575067024888064	0.6242	49886	Chr14
ENSG0000024782	-2.5671126371285133	0.2366	99019	Chr9
ENSG0000024783	5.398582462554165	0.8421	60366	Chr19
ENSG0000024784	-1.6593408829071976	0.2861	98471	Chr5
ENSG0000024785	7.251782235934567	0.4706	1577	Chr2
ENSG0000024786	-6.827521689754103	0.5161	52727	Chr6
ENSG0000024787	-14.119444016951379	0.9603	47395	Chr23
ENSG0000024788	0.8413896281262713	0.8158	12705	Chr3
ENSG0000024789	5.03382208185109	0.1896	36705	Chr10
ENSG0000024790	-2.5274682326859876	0.9769	17224	Chr12
ENSG0000024791	1.4283124899740876	0.7737	21741	Chr23
ENSG0000024792	-4.489425401373361	0.851	109964	Chr19
ENSG0000024793	0.4938478207882928	0.315	61979	Chr19
ENSG0000024794	-2.5151673398041146	0.8469	27840	Chr1
ENSG0000024795	-8.647325126351312	0.587	6506	Chr20
ENSG0000024796	-0.5525850601405664	0.7051	1702	Chr6
ENSG0000024797	6.353789024054869	0.5878	28070	Chr5
ENSG0000024798	-8.806562880017907	0.7513	122554	Chr18
ENSG0000024799	1.594157733540965	0.5456	8353	Chr23
ENSG0000024800	1.8968721021097186	0.2613	41610	Chr7
ENSG0000024801	2.902374207076544	0.7974	2472	Chr21
ENSG0000024802	2.6476874654072913	0.4595	13581	Chr3
ENSG0000024803	-6.161670075894266	0.8358	37770	Chr14
ENSG0000024804	2.9104919284685065	0.0898	53332	Chr21
ENSG0000024805	-1.6963002052600902	0.3698	18489	Chr16
ENSG0000024806	1.76851216761938	0.4822	26718	Chr21
ENSG0000024807	-11.961691450631102	0.5057	126493	Chr14
ENSG0000024808	0.6266717257948804	0.0121	17714	Chr17
ENSG0000024809	-4.5089571290898025	0.6964	37989	Chr16
ENSG0000024810	-2.1596531708592863	0.919	14935	Chr13
ENSG0000024811	3.1797892347768775	0.2626	25746	Chr3
ENSG0000024812	4.666174805575792	0.7331	20688	Chr21
ENSG0000024813	-8.963308301321618	0.7082	38936	Chr20
ENSG0000024814	4.102801072122038	0.7516	1186	Chr20
ENSG0000024815	2.884178925139067	0.8789	38580	Chr12
ENSG0000024816	1.371985146148791	0.0092	92717	Chr12
ENSG0000024817	1.7087395113473947	0.1019	49011	Chr3
ENSG0000024818	2.7423363316349993	0.6639	46671	Chr18
ENSG0000024819	2.4630569341037485	0.6164	89679	Chr11
ENSG0000024820	2.381818767031467	0.8567	543	Chr14
ENSG0000024821	-4.349574013939748	0.9262	69187	Chr8
ENSG0000024822	-10.842127534435642	0.9871	59529	Chr18
ENSG0000024823	2.798605335032568	0.2943	55960	Chr1
ENSG0000024824	-6.054441027544042	0.5336	44212	Chr16
ENSG0000024825	-7.4916924761939	0.0474	16004	Chr11
ENSG0000024826	-0.0460289916571725	0.5986	91421	Chr13
ENSG0000024827	2.898572021631158	0.2034	3900	Chr21
ENSG0000024828	-1.5882533559402159	0.4997	34172	Chr19
ENSG0000024829	12.728197378033572	0.8694	22520	Chr8
ENSG0000024830	-1.7514948798981416	0.2842	62848	Chr3
ENSG0000024831	0.8775357177443308	0.2873	4530	Chr23
ENSG0000024832	5.233566494211579	0.1574	62899	Chr11
ENSG0000024833	-0.4358420526064976	0.9516	68286	Chr5
ENSG0000024834	-0.268155511048394	0.8673	79584	Chr14
ENSG0000024835	1.4301029312475222	0.6049	43387	Chr15
ENSG0000024836	-1.454774275442098	0.0247	39637	Chr14
ENSG0000024837	-0.5216227724091032	0.1233	202	Chr22
ENSG0000024838	-2.046876480741947	0.0452	58070	Chr9
ENSG0000024839	6.103822902267323	0.6358	23663	Chr11
ENSG0000024840	-1.0033450607030023	0.3426	68208	Chr2
ENSG0000024841	2.900817120683263	0.8386	83482	Chr6
ENSG0000024842	-1.2675922861758582	0.6137	19086	Chr8
ENSG0000024843	0.21617799297144122	0.2676	7966	Chr4
ENSG0000024844	-0.6439233364766396	0.0689	35627	Chr2
ENSG0000024845	-3.6063993097293072	0.3953	47703	Chr6
ENSG0000024846	2.6129521254054793	0.9425	12975	Chr10
ENSG0000024847	7.172192403173069	0.0524	3848	Chr23
ENSG0000024848	5.053487720851242	0.0463	49693	Chr16
ENSG0000024849	2.3194542605773307	0.8359	57071	Chr15
ENSG0000024850	-8.897777591147264	0.9342	6112	Chr12
ENSG0000024851	-2.7896311980132324	0.5634	24892	Chr1
ENSG0000024852	1.3134475327833561	0.0176	121078	Chr14
ENSG0000024853	-0.5765951233910398	0.2814	33820	Chr7
ENSG0000024854	2.320670794112197	0.5589	13963	Chr18
ENSG0000024855	-8.718989343376787	0.4054	97408	Chr23
ENSG0000024856	-4.115521393728224	0.7019	2863	Chr16
ENSG0000024857	-10.896894478971786	0.292	11646	Chr20
ENSG0000024858	-7.494230645524606	0.0775	7838	Chr18
ENSG0000024859	-3.8770868809964982	0.0484	70744	Chr5
ENSG0000024860	4.211833968306205	0.5587	11086	Chr4
ENSG0000024861	4.5065263089302325	0.1535	13889	Chr23
ENSG0000024862	-2.420460242785133	0.524	6815	Chr19
ENSG0000024863	-2.068470808632406	0.895	51758	Chr17
ENSG0000024864	0.9434310325655043	0.1003	5725	Chr18
ENSG0000024865	2.7300275187459833	0.3186	5796	Chr19
ENSG0000024866	-2.7062234257383624	0.1713	375	Chr4
ENSG0000024867	-6.188784741160648	0.0919	57134	Chr3
ENSG0000024868	-2.2253929393898297	0.2355	1367	Chr16
ENSG0000024869	4.2709590966269815	0.2252	38928	Chr22
ENSG0000024870	8.46145926003528	0.4243	57620	Chr7
ENSG0000024871	-1.1902671548453394	0.1421	79505	Chr3
ENSG0000024872	3.1633262939398166	0.8152	34236	Chr8
ENSG0000024873	-2.316677073847226	0.659	5338	Chr20
ENSG0000024874	-1.026427538407191	0.505	20194	Chr20
ENSG0000024875	1.1295034874033267	0.2818	6520	Chr5
ENSG0000024876	3.1416863785556277	0.9473	63842	Chr22
ENSG0000024877	-1.881329197718977	0.466	4183	Chr14
ENSG0000024878	1.1095508769384979	0.2559	8169	Chr10
ENSG0000024879	-5.786500546126145	0.1093	88303	Chr20
ENSG0000024880	-3.204727617090375	0.8747	59973	Chr13
ENSG0000024881	-1.1038492323441198	0.7735	2235	Chr18
ENSG0000024882	1.8975653093818126	0.9542	17237	Chr16
