# Randomly generate gene expression data
ENSEMBL_Gene_ID	fold_change	adjusted_p_value	gene_length	chromosome
ENSG0000024271	-1.3355300288861216	0.4498	4278	Chr12
ENSG0000024272	-0.9117611766639411	0.4427	63581	Chr10
ENSG0000024273	-5.20267015289916	0.0304	44754	Chr19
ENSG0000024274	5.958655306794532	0.6254	5646	Chr8
ENSG0000024275	-3.892067503633105	0.0599	22154	Chr12
ENSG0000024276	3.644281304833115	0.4992	4707	Chr10
ENSG0000024277	-0.6816402260270683	0.4058	17633	Chr6
ENSG0000024278	-2.7437329569825475	0.1254	63134	Chr9
ENSG0000024279	0.6134121996640864	0.8217	26705	Chr17
ENSG0000024280	10.576697141466644	0.5199	3105	Chr10
ENSG0000024281	2.0779605103346754	0.2385	60454	Chr7
ENSG0000024282	1.0310720056938254	0.7009	74496	Chr20
ENSG0000024283	3.1799619152336422	0.8778	8961	Chr11
ENSG0000024284	0.2320461119589193	0.2566	9879	Chr21
ENSG0000024285	3.096478701264534	0.0482	71528	Chr8
ENSG0000024286	-8.282179684199178	0.5315	104767	Chr23
ENSG0000024287	3.388653503412074	0.0919	67569	Chr16
ENSG0000024288	-2.301355239426802	0.6316	84873	Chr9
ENSG0000024289	3.7230358098098644	0.5364	77974	Chr17
ENSG0000024290	6.452252182194301	0.0445	46407	Chr13
ENSG0000024291	3.9809389610827046	0.5818	21284	Chr7
ENSG0000024292	-1.645048703661399	0.9351	14263	Chr8
ENSG0000024293	0.630308821185064	0.774	31925	Chr15
ENSG0000024294	1.6795854291095111	0.9717	21235	Chr5
ENSG0000024295	-3.131639077159128	0.6516	34763	Chr11
ENSG0000024296	-8.1012765488144	0.1718	53925	Chr9
ENSG0000024297	-0.8341579273990962	0.5674	68051	Chr19
ENSG0000024298	5.054228331172508	0.3248	63134	Chr19
ENSG0000024299	-5.262000068330643	0.7519	4673	Chr7
ENSG0000024300	-3.204887131728085	0.3815	26691	Chr21
ENSG0000024301	-4.436331300715227	0.4108	33714	Chr22
ENSG0000024302	8.674537308856143	0.0417	56982	Chr18
ENSG0000024303	-0.9170824931003997	0.1276	137422	Chr21
ENSG0000024304	1.8746653035147243	0.9469	29043	Chr1
ENSG0000024305	1.665951621727912	0.6651	372	Chr17
ENSG0000024306	-6.862968298474503	0.6993	66458	Chr20
ENSG0000024307	4.898070956578078	0.7512	5304	Chr16
ENSG0000024308	1.0776379700181289	0.7923	48638	Chr8
ENSG0000024309	12.2947162669589	0.8035	27059	Chr9
ENSG0000024310	-0.8244398372891492	0.8964	42287	Chr6
ENSG0000024311	-15.762387204572462	0.0205	60395	Chr14
ENSG0000024312	11.914896005594075	0.4405	67314	Chr13
ENSG0000024313	-0.40059773185122116	0.8517	63776	Chr10
ENSG0000024314	-6.538696050649804	0.2109	48110	Chr3
ENSG0000024315	8.08119987712422	0.1112	13523	Chr3
ENSG0000024316	-2.725987627365194	0.7076	6329	Chr16
ENSG0000024317	-2.6647956582721166	0.8404	27124	Chr12
ENSG0000024318	-6.378702943016577	0.3499	15724	Chr9
ENSG0000024319	2.4734684960865008	0.0521	1995	Chr23
ENSG0000024320	-4.096649463613805	0.6937	127027	Chr7
ENSG0000024321	-5.542538148343395	0.8019	28561	Chr4
ENSG0000024322	5.50233351530116	0.4297	72805	Chr3
ENSG0000024323	-14.746303711654035	0.1282	44356	Chr18
ENSG0000024324	-2.295300418348648	0.7648	73294	Chr23
ENSG0000024325	0.8445612174980137	0.3791	105193	Chr19
ENSG0000024326	5.360995968405962	0.8194	2419	Chr14
ENSG0000024327	4.011851771050196	0.8321	24072	Chr12
ENSG0000024328	7.663382382600654	0.5437	1793	Chr17
ENSG0000024329	0.8265217167231763	0.8297	15546	Chr3
ENSG0000024330	-3.817455923472408	0.3501	74103	Chr23
ENSG0000024331	-1.6788777133563308	0.1714	67983	Chr16
ENSG0000024332	3.913236585219993	0.0918	89440	Chr21
ENSG0000024333	2.758837548972293	0.5264	9952	Chr21
ENSG0000024334	-7.995034068261661	0.529	1962	Chr18
ENSG0000024335	-5.3757191709895	0.1474	3141	Chr2
ENSG0000024336	-3.2899770420625063	0.8527	67801	Chr1
ENSG0000024337	-5.5820812866299985	0.8111	16645	Chr13
ENSG0000024338	-1.9743404551605936	0.4759	13100	Chr11
ENSG0000024339	0.5556282860429401	0.6904	73267	Chr17
ENSG0000024340	-7.02226551762199	0.1853	60189	Chr8
ENSG0000024341	0.710281657254134	0.2906	56819	Chr3
ENSG0000024342	1.2327030427158234	0.8799	27825	Chr14
ENSG0000024343	-0.5500312791919189	0.4278	36699	Chr14
ENSG0000024344	-2.5107827818527566	0.7254	27065	Chr12
ENSG0000024345	3.6698842847894757	0.4809	22916	Chr9
ENSG0000024346	-3.3751652193754267	0.5474	38801	Chr22
ENSG0000024347	2.0269996404289787	0.4971	59691	Chr7
ENSG0000024348	0.20624302478186615	0.5718	2122	Chr23
ENSG0000024349	-4.564282251409418	0.5239	78203	Chr1
ENSG0000024350	7.292418290548374	0.0265	13945	Chr16
ENSG0000024351	-5.814461782657307	0.9851	41491	Chr23
ENSG0000024352	7.108816762367618	0.6095	48057	Chr23
ENSG0000024353	-1.4069039893976538	0.3496	28632	Chr17
ENSG0000024354	-2.2904833612374587	0.584	23205	Chr17
ENSG0000024355	2.6986756260176903	0.1994	123289	Chr16
ENSG0000024356	1.4472721803409017	0.2813	30019	Chr23
ENSG0000024357	-3.875064523089638	0.5223	41259	Chr19
ENSG0000024358	0.6114414789941716	0.9169	47503	Chr14
ENSG0000024359	-8.765011420452923	0.3656	3538	Chr8
ENSG0000024360	1.448054504720364	0.8898	4887	Chr19
ENSG0000024361	0.06331651090144079	0.3302	30022	Chr1
ENSG0000024362	3.6755135536074075	0.9463	24785	Chr21
ENSG0000024363	-2.5400081543493123	0.4021	7959	Chr18
ENSG0000024364	3.768979552099126	0.0117	14453	Chr13
ENSG0000024365	-3.426715089853018	0.6306	90062	Chr15
ENSG0000024366	0.9122528697932812	0.1725	33778	Chr18
ENSG0000024367	5.0015528530102715	0.3467	27875	Chr23
ENSG0000024368	-8.318019969477374	0.8032	107572	Chr4
ENSG0000024369	-11.329100059977852	0.3465	27139	Chr10
ENSG0000024370	9.39789834534302	0.3915	13310	Chr19
ENSG0000024371	2.5288505614559487	0.12	108370	Chr18
ENSG0000024372	-3.628088235895943	0.905	17619	Chr15
ENSG0000024373	1.033395439788123	0.9715	58892	Chr9
ENSG0000024374	-4.600002451815734	0.3248	28937	Chr8
ENSG0000024375	7.6897468759314025	0.4646	43887	Chr5
ENSG0000024376	2.425161387749257	0.8719	53709	Chr22
ENSG0000024377	-0.35714581797616884	0.7418	36692	Chr9
ENSG0000024378	-3.8789884236904277	0.3769	17632	Chr7
ENSG0000024379	2.120685103558772	0.5676	53102	Chr3
ENSG0000024380	15.24741152893952	0.2065	46278	Chr10
ENSG0000024381	-6.059726419694061	0.6046	73784	Chr11
ENSG0000024382	-5.543589310352583	0.8163	64290	Chr20
ENSG0000024383	3.228941112820965	0.7067	9048	Chr14
ENSG0000024384	0.09234174750365007	0.9102	34470	Chr17
ENSG0000024385	2.1008542541852755	0.9772	62811	Chr18
ENSG0000024386	-0.19979691282583834	0.9686	41064	Chr2
ENSG0000024387	-8.227021083746706	0.066	9778	Chr2
ENSG0000024388	3.138596068461129	0.7815	19442	Chr10
ENSG0000024389	9.448972561552452	0.8106	3597	Chr19
ENSG0000024390	-3.6107765618582803	0.5714	82255	Chr5
ENSG0000024391	-7.502506370346707	0.9869	10520	Chr21
ENSG0000024392	1.8258615144103092	0.6308	39593	Chr7
ENSG0000024393	-6.102269826168062	0.573	4694	Chr12
ENSG0000024394	-4.201356628717347	0.4706	12609	Chr9
ENSG0000024395	4.454092758218156	0.2352	4993	Chr19
ENSG0000024396	-3.816610358233155	0.8916	42947	Chr18
ENSG0000024397	-11.028765162342449	0.5858	40006	Chr9
ENSG0000024398	-2.7430327737679656	0.7205	5140	Chr17
ENSG0000024399	-2.6977830749683185	0.6633	32662	Chr20
ENSG0000024400	-2.1098523922260064	0.3855	10668	Chr3
ENSG0000024401	10.361482442100769	0.2019	32652	Chr7
ENSG0000024402	2.647703280475647	0.4665	44807	Chr14
ENSG0000024403	0.909323923929833	0.6226	14162	Chr16
ENSG0000024404	0.8387695615821364	0.9738	10824	Chr19
ENSG0000024405	4.036555513038333	0.205	25296	Chr11
ENSG0000024406	3.773280288099457	0.3063	19175	Chr19
ENSG0000024407	4.173211066444522	0.6435	48589	Chr8
ENSG0000024408	-0.06935136872568178	0.4189	6783	Chr18
ENSG0000024409	-1.2121495208570439	0.822	72866	Chr21
ENSG0000024410	3.862056745876065	0.8986	71600	Chr16
ENSG0000024411	0.49081596228561336	0.2131	18143	Chr9
ENSG0000024412	-0.6120709360284559	0.6061	36355	Chr6
ENSG0000024413	-10.022543381520133	0.773	2904	Chr22
ENSG0000024414	1.6773354499164637	0.2395	22993	Chr21
ENSG0000024415	3.6544394334941894	0.1275	22952	Chr13
ENSG0000024416	3.6889848478405174	0.7797	84482	Chr16
ENSG0000024417	-0.9317332339510809	0.8361	20530	Chr5
ENSG0000024418	1.977690842017982	0.0676	48388	Chr9
ENSG0000024419	15.091702641795413	0.6251	51132	Chr19
ENSG0000024420	-3.9405143270855625	0.8896	14423	Chr21
ENSG0000024421	5.337358589219048	0.9586	58012	Chr22
ENSG0000024422	1.8951084780562788	0.935	66837	Chr10
ENSG0000024423	6.247260443832151	0.808	28796	Chr9
ENSG0000024424	5.371930904373876	0.7159	68184	Chr11
ENSG0000024425	11.641151973111025	0.1572	26913	Chr10
ENSG0000024426	2.7596050428428938	0.9054	37445	Chr4
ENSG0000024427	-7.69826229169262	0.3753	15684	Chr11
ENSG0000024428	3.742708844621363	0.1042	46630	Chr1
ENSG0000024429	0.7523010445843449	0.9451	16602	Chr15
ENSG0000024430	-9.21841274004138	0.107	2382	Chr17
ENSG0000024431	-0.5792198000469305	0.7291	47093	Chr16
ENSG0000024432	9.316773764094554	0.0165	58763	Chr10
ENSG0000024433	0.5893672496218585	0.7769	17986	Chr4
ENSG0000024434	-2.112190290342829	0.4618	77674	Chr19
ENSG0000024435	10.31991832775185	0.9547	69194	Chr2
ENSG0000024436	-2.5393477938386595	0.1264	35908	Chr8
ENSG0000024437	4.293232336144911	0.9005	42899	Chr18
ENSG0000024438	-3.1308095315871243	0.2956	26501	Chr4
ENSG0000024439	3.4430343846125973	0.5949	23850	Chr13
ENSG0000024440	3.4224687451847196	0.7391	30015	Chr23
ENSG0000024441	0.30761283765721387	0.8786	15245	Chr15
ENSG0000024442	4.399736019678835	0.8405	15797	Chr23
ENSG0000024443	-4.148685797960139	0.1349	7390	Chr22
ENSG0000024444	1.1444926322994597	0.5322	52645	Chr5
ENSG0000024445	-1.542751062868931	0.5761	27436	Chr12
ENSG0000024446	-5.280198558172566	0.2247	66433	Chr16
ENSG0000024447	-2.900320656794442	0.9176	18293	Chr20
ENSG0000024448	-7.197468458791612	0.6655	36514	Chr10
ENSG0000024449	-0.5817786819081823	0.1632	44799	Chr9
ENSG0000024450	-4.496082112317098	0.1652	6772	Chr22
ENSG0000024451	-8.955874868955801	0.9629	23950	Chr13
ENSG0000024452	9.379162454069185	0.9071	66494	Chr5
ENSG0000024453	-2.574530344693401	0.7579	40113	Chr21
ENSG0000024454	3.646978761939149	0.9484	78939	Chr10
ENSG0000024455	-7.196179186408774	0.2827	34585	Chr10
ENSG0000024456	7.299879604589023	0.8224	54240	Chr23
ENSG0000024457	-0.06215508805729128	0.9689	13780	Chr3
ENSG0000024458	3.6278853567801113	0.586	44765	Chr15
ENSG0000024459	-2.6695879400888654	0.1582	80437	Chr19
ENSG0000024460	-4.213556131154942	0.6863	5306	Chr2
ENSG0000024461	-1.6874057882301787	0.4218	37601	Chr5
ENSG0000024462	1.298815735175566	0.4231	21502	Chr4
ENSG0000024463	1.2427561349190026	0.9542	11828	Chr15
ENSG0000024464	-0.3010330589534548	0.2893	46074	Chr1
ENSG0000024465	1.2865281318678081	0.8082	53461	Chr1
ENSG0000024466	2.107402833512144	0.8812	50574	Chr14
ENSG0000024467	1.9116339197959398	0.6172	17704	Chr3
ENSG0000024468	-9.13624442774411	0.38	21503	Chr20
ENSG0000024469	7.967699881419978	0.8153	45903	Chr4
ENSG0000024470	2.1867344088707132	0.6935	55552	Chr18
ENSG0000024471	-0.5709704897829901	0.9998	13457	Chr15
ENSG0000024472	-0.4354281924367529	0.3231	19765	Chr1
ENSG0000024473	-13.02924106178237	0.0945	14290	Chr7
ENSG0000024474	-6.646308137077521	0.2812	10329	Chr16
ENSG0000024475	0.13093204543681397	0.9077	2057	Chr11
ENSG0000024476	-8.506283343730226	0.9963	3768	Chr21
ENSG0000024477	-0.7109651790659266	0.4228	48975	Chr2
ENSG0000024478	-1.000010480526638	0.4929	4609	Chr11
ENSG0000024479	3.8735690485524943	0.2977	54108	Chr2
ENSG0000024480	4.337657995015088	0.3274	76171	Chr8
ENSG0000024481	-4.188388392706371	0.899	3605	Chr16
ENSG0000024482	-7.0411084497401095	0.4109	5805	Chr5
ENSG0000024483	-0.811960074682943	0.1449	9801	Chr19
ENSG0000024484	1.5714588579675781	0.0087	10773	Chr10
ENSG0000024485	-4.686253005992346	0.2364	5851	Chr7
ENSG0000024486	2.7335724559669967	0.7326	9959	Chr7
ENSG0000024487	-0.7252889051747468	0.3168	59090	Chr4
ENSG0000024488	3.0734065932978	0.7746	26487	Chr13
ENSG0000024489	1.545799477943571	0.7192	13277	Chr5
ENSG0000024490	0.5321801461339515	0.2706	39619	Chr7
ENSG0000024491	0.18554485801823326	0.8859	50715	Chr11
ENSG0000024492	-1.6812362270788073	0.342	65229	Chr5
ENSG0000024493	-6.2832242699896925	0.0407	30489	Chr13
ENSG0000024494	5.321311745844572	0.0554	106105	Chr8
ENSG0000024495	1.5748157532488507	0.9175	73452	Chr11
ENSG0000024496	1.2571594862510838	0.652	7303	Chr20
ENSG0000024497	-0.9893941221126394	0.9687	34706	Chr16
ENSG0000024498	8.101188321442601	0.6472	19275	Chr7
ENSG0000024499	3.950227372298796	0.1092	27305	Chr8
ENSG0000024500	5.861838666334832	0.6092	36535	Chr21
ENSG0000024501	6.580754546456856	0.5598	65468	Chr3
ENSG0000024502	-1.2636603336299033	0.7234	19200	Chr7
ENSG0000024503	-3.587682833690808	0.5086	5726	Chr16
ENSG0000024504	-2.8545962387225607	0.7355	49222	Chr20
ENSG0000024505	-1.3030713409375259	0.3824	37125	Chr10
ENSG0000024506	8.666160961049096	0.7963	31918	Chr5
ENSG0000024507	-1.3718170260993716	0.4496	55689	Chr14
ENSG0000024508	-2.542399759788551	0.9511	63608	Chr21
ENSG0000024509	2.991560227528055	0.0309	103963	Chr3
ENSG0000024510	-1.954009584630796	0.0948	18366	Chr3
ENSG0000024511	2.435972323690919	0.9341	39688	Chr17
ENSG0000024512	2.079391331383407	0.2881	28204	Chr5
ENSG0000024513	6.378840521462901	0.4968	15918	Chr11
ENSG0000024514	-2.217912797245928	0.2189	28606	Chr6
ENSG0000024515	4.997565449876729	0.7138	18869	Chr12
ENSG0000024516	1.4765180478157935	0.6513	75079	Chr11
ENSG0000024517	-3.3368657822429784	0.9999	78296	Chr2
ENSG0000024518	-4.010331254836471	0.3441	41661	Chr13
ENSG0000024519	1.8629275798998899	0.1107	34274	Chr15
ENSG0000024520	5.888856656878393	0.9468	5957	Chr11
ENSG0000024521	2.4548982625948974	0.6855	41172	Chr17
ENSG0000024522	12.308759040611996	0.329	32306	Chr1
ENSG0000024523	1.8607100488599617	0.6559	97812	Chr19
ENSG0000024524	12.670134414425112	0.704	16382	Chr11
ENSG0000024525	5.082969233088451	0.2691	19530	Chr12
ENSG0000024526	10.21095099506092	0.4619	44089	Chr22
ENSG0000024527	-3.9566998220991834	0.2117	8238	Chr3
ENSG0000024528	5.188546887770011	0.9577	9794	Chr21
ENSG0000024529	5.202343007262765	0.8647	60624	Chr6
ENSG0000024530	-2.398458698388975	0.9709	53689	Chr3
ENSG0000024531	2.888538551318516	0.763	8212	Chr13
ENSG0000024532	-2.5852021177079436	0.7222	5929	Chr7
ENSG0000024533	-2.280747522039452	0.3614	1172	Chr4
ENSG0000024534	-1.4825979742033435	0.419	37700	Chr1
ENSG0000024535	4.750168385497469	0.3423	24172	Chr23
ENSG0000024536	6.285807440092772	0.0108	40681	Chr20
ENSG0000024537	-2.3352620335171457	0.1622	55394	Chr17
ENSG0000024538	5.5449091652831415	0.7661	107557	Chr10
ENSG0000024539	-5.335125263345883	0.5845	1062	Chr1
ENSG0000024540	0.20406800090686625	0.9422	16820	Chr6
ENSG0000024541	0.5321939674452875	0.3056	39322	Chr17
ENSG0000024542	5.6599070098530335	0.4123	30922	Chr3
ENSG0000024543	3.2264137431886573	0.0269	80125	Chr4
ENSG0000024544	-4.007084116949744	0.7915	80333	Chr15
ENSG0000024545	-1.7560042564469145	0.3653	30556	Chr11
ENSG0000024546	-5.864687742066806	0.0187	8117	Chr3
ENSG0000024547	-3.660859103892368	0.5132	49896	Chr16
ENSG0000024548	4.928500152046414	0.2508	17997	Chr11
ENSG0000024549	-3.603683750180633	0.9202	45748	Chr3
ENSG0000024550	4.015451031697811	0.4225	7660	Chr19
ENSG0000024551	-2.552693958695913	0.4689	3380	Chr10
ENSG0000024552	-3.9602711653686473	0.625	29153	Chr8
ENSG0000024553	4.587534497444972	0.4468	21713	Chr16
ENSG0000024554	2.3203061749008964	0.5316	68257	Chr6
ENSG0000024555	4.156352866662097	0.9458	63242	Chr3
ENSG0000024556	5.391056077786599	0.155	30137	Chr11
ENSG0000024557	-3.8897906299908556	0.7904	22828	Chr11
ENSG0000024558	-0.06506846244157471	0.8756	46804	Chr16
ENSG0000024559	8.0172217406432	0.2978	51649	Chr16
ENSG0000024560	-0.9358631590704445	0.8158	78759	Chr21
ENSG0000024561	9.586906636082617	0.9573	2245	Chr21
ENSG0000024562	-1.9678757800318398	0.0035	17663	Chr21
ENSG0000024563	-4.7721755269633395	0.5857	16868	Chr3
ENSG0000024564	-1.6907702686790511	0.3296	11168	Chr23
ENSG0000024565	-3.9864719117490717	0.7154	124934	Chr4
ENSG0000024566	-6.827997598095198	0.4902	91830	Chr14
ENSG0000024567	-2.1122828843390504	0.601	9349	Chr16
ENSG0000024568	-2.090522112101834	0.6438	21368	Chr7
ENSG0000024569	-14.187599886323653	0.1752	67750	Chr12
ENSG0000024570	1.5048308950526657	0.7123	40148	Chr16
ENSG0000024571	-4.518721822664479	0.1274	13343	Chr4
ENSG0000024572	0.28770874024214155	0.2988	54980	Chr21
ENSG0000024573	-3.340087579442973	0.6224	16155	Chr18
ENSG0000024574	3.6559009497729207	0.5395	13599	Chr2
ENSG0000024575	-3.172693172156303	0.5065	44975	Chr11
ENSG0000024576	2.7179546390816904	0.4519	29991	Chr6
ENSG0000024577	-7.029759347753916	0.4496	37566	Chr16
ENSG0000024578	-9.360355582430879	0.4928	63450	Chr10
ENSG0000024579	-4.167902140814674	0.7638	29538	Chr1
ENSG0000024580	-5.8202133582449935	0.2703	6165	Chr9
ENSG0000024581	1.271889199273395	0.4473	42639	Chr7
ENSG0000024582	7.853395844506624	0.7434	23373	Chr5
ENSG0000024583	-0.7231846085525923	0.7694	47767	Chr1
ENSG0000024584	-6.713632003196588	0.3686	20306	Chr18
ENSG0000024585	1.583795602776394	0.875	105438	Chr7
ENSG0000024586	1.8588558883165929	0.1503	11478	Chr14
ENSG0000024587	8.847362687212973	0.3331	103996	Chr21
ENSG0000024588	2.103442286855156	0.9748	34526	Chr11
ENSG0000024589	6.9645144153523795	0.5665	53704	Chr8
ENSG0000024590	6.223008554019488	0.9814	48323	Chr13
ENSG0000024591	-4.499577631316659	0.2092	59836	Chr17
ENSG0000024592	3.9729760522001287	0.9097	22482	Chr17
ENSG0000024593	-4.080355897083645	0.7241	10447	Chr19
ENSG0000024594	-1.179711465160066	0.8735	85596	Chr14
ENSG0000024595	0.8189824905190669	0.0889	2754	Chr22
ENSG0000024596	1.0125371687275528	0.0269	2002	Chr10
ENSG0000024597	12.649390696445536	0.5327	42037	Chr18
ENSG0000024598	5.129169883687082	0.4498	126139	Chr13
ENSG0000024599	-1.3807796198654219	0.4571	125268	Chr17
ENSG0000024600	-5.076230156243923	0.0598	10892	Chr7
ENSG0000024601	0.3275508618496223	0.5801	41744	Chr11
ENSG0000024602	-3.835206110601032	0.2705	58588	Chr17
ENSG0000024603	-4.3628401875317575	0.5003	8688	Chr14
ENSG0000024604	9.891009330598763	0.7968	28385	Chr15
ENSG0000024605	-0.7678045172823956	0.6006	39846	Chr21
ENSG0000024606	4.078047214479365	0.0424	41084	Chr6
ENSG0000024607	10.848017004198066	0.7875	89368	Chr7
ENSG0000024608	-1.1174414466285254	0.9433	5170	Chr1
ENSG0000024609	6.762142038304369	0.5986	62768	Chr5
ENSG0000024610	-0.12944027580953618	0.5528	49966	Chr11
ENSG0000024611	-4.305932621195467	0.5823	20704	Chr12
ENSG0000024612	-0.05247107681334639	0.3157	76064	Chr1
ENSG0000024613	2.7613941341664647	0.4182	5627	Chr11
ENSG0000024614	3.7163180464379764	0.3462	26056	Chr13
ENSG0000024615	-2.2178917962542193	0.9934	22231	Chr12
ENSG0000024616	-5.311293991526906	0.5352	40480	Chr10
ENSG0000024617	1.2556656963880286	0.2174	31682	Chr4
ENSG0000024618	2.70128928455754	0.8307	16868	Chr12
ENSG0000024619	-2.5580868422494256	0.9011	27935	Chr10
ENSG0000024620	7.901580259440346	0.9051	83785	Chr14
ENSG0000024621	-2.2191349290181863	0.5765	19139	Chr12
ENSG0000024622	0.2695991382838282	0.7558	25945	Chr11
ENSG0000024623	6.615051753138069	0.6949	12943	Chr1
ENSG0000024624	8.88905932116055	0.7708	26622	Chr19
ENSG0000024625	-0.4723792290161667	0.8558	32508	Chr7
ENSG0000024626	-6.26465719973851	0.1377	104302	Chr9
ENSG0000024627	6.016557573656493	0.6616	12587	Chr16
ENSG0000024628	-2.095991996828376	0.5987	3369	Chr15
ENSG0000024629	3.238424651430534	0.426	49730	Chr12
ENSG0000024630	-3.503843129337729	0.0264	31332	Chr13
ENSG0000024631	-9.202650670785966	0.4888	55415	Chr7
ENSG0000024632	1.6869040156290247	0.4675	1597	Chr1
ENSG0000024633	5.852469923161463	0.0162	38732	Chr8
ENSG0000024634	-12.890556129559798	0.1168	63948	Chr11
ENSG0000024635	6.620924146835739	0.6415	48516	Chr19
ENSG0000024636	3.2456251400658798	0.1932	53503	Chr21
ENSG0000024637	3.7739393552820677	0.2772	86852	Chr10
ENSG0000024638	6.060636753395691	0.4383	1067	Chr10
ENSG0000024639	-0.8924033117764782	0.4573	3545	Chr4
ENSG0000024640	-2.770051688480498	0.6755	11425	Chr11
ENSG0000024641	-3.2795767223306003	0.0008	66282	Chr20
ENSG0000024642	5.315718170331162	0.8977	11409	Chr6
ENSG0000024643	-6.84116733783692	0.3073	71664	Chr2
ENSG0000024644	-2.00249190085186	0.0914	66302	Chr18
ENSG0000024645	5.565307551903068	0.2054	4548	Chr15
ENSG0000024646	3.0955203445538415	0.2865	83576	Chr18
ENSG0000024647	-3.4318468251068572	0.2206	4599	Chr3
ENSG0000024648	6.239833844107451	0.8645	19637	Chr18
ENSG0000024649	1.612307830035737	0.1317	43046	Chr13
ENSG0000024650	-10.12379519950458	0.6577	65983	Chr7
ENSG0000024651	3.1160662454201686	0.0554	22916	Chr15
ENSG0000024652	-0.010642310943569152	0.5791	75773	Chr17
ENSG0000024653	4.916226228390213	0.4473	47523	Chr7
ENSG0000024654	1.9796174812566878	0.4411	43642	Chr15
ENSG0000024655	-9.532000914333267	0.1264	91083	Chr16
ENSG0000024656	-0.8828031793707685	0.2261	8188	Chr17
ENSG0000024657	-2.748549023520002	0.7899	12416	Chr8
ENSG0000024658	-2.24215543741958	0.3207	16354	Chr14
ENSG0000024659	-11.036288939513401	0.6139	73886	Chr3
ENSG0000024660	1.0679272701159457	0.6761	77133	Chr11
ENSG0000024661	1.63885004546412	0.9268	29850	Chr18
ENSG0000024662	-0.3028448563191755	0.4893	73684	Chr16
ENSG0000024663	-2.259237540730376	0.1311	5326	Chr18
ENSG0000024664	4.750868181186872	0.4112	48390	Chr16
ENSG0000024665	6.25173324687481	0.4657	8193	Chr9
ENSG0000024666	1.4656578203611543	0.9751	65801	Chr14
ENSG0000024667	-0.15224924601169076	0.364	42775	Chr12
ENSG0000024668	-6.656489521680699	0.8574	131514	Chr8
ENSG0000024669	-2.1956200262163037	0.7973	62205	Chr18
ENSG0000024670	5.2170635496078	0.4536	8857	Chr22
ENSG0000024671	-0.537314048023933	0.5233	29110	Chr6
ENSG0000024672	-0.11267066889138266	0.4131	19172	Chr15
ENSG0000024673	-0.5835656003119485	0.976	31073	Chr9
ENSG0000024674	1.5724028180055152	0.5073	84154	Chr14
ENSG0000024675	1.9297129406738236	0.9024	77149	Chr20
ENSG0000024676	6.414051849377415	0.3906	27659	Chr17
ENSG0000024677	-3.3379877023113798	0.242	66596	Chr9
ENSG0000024678	0.7652290951191703	0.2516	45409	Chr18
ENSG0000024679	-4.638955499677573	0.5862	4766	Chr15
ENSG0000024680	-3.084471459535928	0.1961	56885	Chr16
ENSG0000024681	-4.316120843880313	0.8912	26950	Chr17
ENSG0000024682	1.74836291820647	0.3311	12770	Chr14
ENSG0000024683	1.001281193679455	0.7942	857	Chr15
ENSG0000024684	6.570902780704322	0.1654	6514	Chr19
ENSG0000024685	-0.2681886054189233	0.5358	39173	Chr5
ENSG0000024686	5.532684282580381	0.0699	59835	Chr7
ENSG0000024687	7.193417514230478	0.7793	12632	Chr16
ENSG0000024688	5.883912567442916	0.2078	15775	Chr2
ENSG0000024689	-4.514916604417445	0.9915	2556	Chr15
ENSG0000024690	2.3516854397321723	0.2166	30968	Chr22
ENSG0000024691	5.554957351813674	0.9606	14111	Chr7
ENSG0000024692	7.368509710173235	0.9926	10211	Chr22
ENSG0000024693	1.2695413705345713	0.7952	50690	Chr7
ENSG0000024694	-3.430817354459732	0.5161	74851	Chr23
ENSG0000024695	0.2028587128991216	0.7513	38902	Chr2
ENSG0000024696	-4.145357914170724	0.3548	43978	Chr20
ENSG0000024697	-5.6059073141212306	0.3524	61	Chr22
ENSG0000024698	3.1305850395997115	0.8115	31158	Chr5
ENSG0000024699	-1.1382494909997478	0.7358	19515	Chr8
ENSG0000024700	3.461582264340288	0.4241	42472	Chr10
ENSG0000024701	8.514034332174443	0.5824	118268	Chr18
ENSG0000024702	-5.860553954391498	0.2415	101229	Chr6
ENSG0000024703	1.5554250768920825	0.0915	33468	Chr13
ENSG0000024704	6.509076030744849	0.9064	2568	Chr4
ENSG0000024705	2.3540720184597963	0.1578	22729	Chr22
ENSG0000024706	0.005858874696258779	0.1137	14412	Chr19
ENSG0000024707	-2.5090068328722843	0.5868	47264	Chr21
ENSG0000024708	2.4662527576161626	0.1651	8920	Chr6
ENSG0000024709	9.418337215235724	0.7431	83329	Chr9
ENSG0000024710	-5.417513728896612	0.76	57498	Chr17
ENSG0000024711	1.261896817680336	0.0424	30446	Chr12
ENSG0000024712	0.40064230053548944	0.3156	2180	Chr19
ENSG0000024713	1.129889769176989	0.4644	53557	Chr15
ENSG0000024714	-2.96259289381212	0.9172	83809	Chr13
ENSG0000024715	2.6191741067480385	0.3181	31176	Chr23
ENSG0000024716	1.7834756516686743	0.1566	23502	Chr22
ENSG0000024717	0.19006308656882245	0.8927	21096	Chr19
ENSG0000024718	-3.800534692941055	0.6082	71304	Chr21
ENSG0000024719	12.569943380909399	0.5456	120006	Chr14
ENSG0000024720	7.457979772218007	0.1538	33927	Chr9
ENSG0000024721	7.816242920553657	0.0422	90708	Chr15
ENSG0000024722	-2.2727058623449814	0.3173	43838	Chr20
